"major","minor","broad","detailed","major.title","minor.title","broad.title","detailed.title","notes"
"51-0000","51-3000","51-3090","51-3099","Production Occupations","Food Processing Workers","Miscellaneous Food Processing Workers","Food Processing Workers, All Other",NA
"51-0000","51-4000",NA,NA,"Production Occupations","Metal Workers and Plastic Workers",NA,NA,NA
"51-0000","51-4000","51-4010",NA,"Production Occupations","Metal Workers and Plastic Workers","Computer Control Programmers and Operators",NA,NA
"51-0000","51-4000","51-4010","51-4011","Production Occupations","Metal Workers and Plastic Workers","Computer Control Programmers and Operators","Computer-Controlled Machine Tool Operators, Metal and Plastic",NA
"51-0000","51-4000","51-4010","51-4012","Production Occupations","Metal Workers and Plastic Workers","Computer Control Programmers and Operators","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",NA
"51-0000","51-4000","51-4020",NA,"Production Occupations","Metal Workers and Plastic Workers","Forming Machine Setters, Operators, and Tenders, Metal and Plastic",NA,NA
"51-0000","51-4000","51-4020","51-4021","Production Occupations","Metal Workers and Plastic Workers","Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",NA
"51-0000","51-4000","51-4020","51-4022","Production Occupations","Metal Workers and Plastic Workers","Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",NA
"51-0000","51-4000","51-4020","51-4023","Production Occupations","Metal Workers and Plastic Workers","Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",NA
"51-0000","51-4000","51-4030",NA,"Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",NA,NA
"51-0000","51-4000","51-4030","51-4031","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",NA
"51-0000","51-4000","51-4030","51-4032","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA
"51-0000","51-4000","51-4030","51-4033","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA
"51-0000","51-4000","51-4030","51-4034","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA
"51-0000","51-4000","51-4030","51-4035","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",NA
"51-0000","51-4000","51-4040",NA,"Production Occupations","Metal Workers and Plastic Workers","Machinists",NA,NA
"51-0000","51-4000","51-4040","51-4041","Production Occupations","Metal Workers and Plastic Workers","Machinists","Machinists",NA
"51-0000","51-4000","51-4050",NA,"Production Occupations","Metal Workers and Plastic Workers","Metal Furnace Operators, Tenders, Pourers, and Casters",NA,NA
"51-0000","51-4000","51-4050","51-4051","Production Occupations","Metal Workers and Plastic Workers","Metal Furnace Operators, Tenders, Pourers, and Casters","Metal-Refining Furnace Operators and Tenders",NA
"51-0000","51-4000","51-4050","51-4052","Production Occupations","Metal Workers and Plastic Workers","Metal Furnace Operators, Tenders, Pourers, and Casters","Pourers and Casters, Metal",NA
"51-0000","51-4000","51-4060",NA,"Production Occupations","Metal Workers and Plastic Workers","Model Makers and Patternmakers, Metal and Plastic",NA,NA
"51-0000","51-4000","51-4060","51-4061","Production Occupations","Metal Workers and Plastic Workers","Model Makers and Patternmakers, Metal and Plastic","Model Makers, Metal and Plastic",NA
"51-0000","51-4000","51-4060","51-4062","Production Occupations","Metal Workers and Plastic Workers","Model Makers and Patternmakers, Metal and Plastic","Patternmakers, Metal and Plastic",NA
"51-0000","51-4000","51-4070",NA,"Production Occupations","Metal Workers and Plastic Workers","Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",NA,NA
"51-0000","51-4000","51-4070","51-4071","Production Occupations","Metal Workers and Plastic Workers","Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic","Foundry Mold and Coremakers",NA
"51-0000","51-4000","51-4070","51-4072","Production Occupations","Metal Workers and Plastic Workers","Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",NA
"51-0000","51-4000","51-4080",NA,"Production Occupations","Metal Workers and Plastic Workers","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,NA
"51-0000","51-4000","51-4080","51-4081","Production Occupations","Metal Workers and Plastic Workers","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA
"51-0000","51-4000",NA,NA,"Production Occupations","Tool and Die Makers",NA,NA,NA
"51-0000","51-4000",NA,"51-4111","Production Occupations","Tool and Die Makers",NA,"Tool and Die Makers",NA
"51-0000","51-4000",NA,NA,"Production Occupations","Welding, Soldering, and Brazing Workers",NA,NA,NA
"51-0000","51-4000",NA,"51-4121","Production Occupations","Welders, Cutters, Solderers, and Brazers",NA,"Welders, Cutters, Solderers, and Brazers",NA
"51-0000","51-4000",NA,"51-4122","Production Occupations","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",NA,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",NA
"51-0000","51-4000",NA,NA,"Production Occupations","Miscellaneous Metal Workers and Plastic Workers",NA,NA,NA
"51-0000","51-4000",NA,"51-4191","Production Occupations","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",NA,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",NA
"51-0000","51-4000",NA,"51-4192","Production Occupations","Layout Workers, Metal and Plastic",NA,"Layout Workers, Metal and Plastic",NA
"51-0000","51-4000",NA,"51-4193","Production Occupations","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",NA,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",NA
"51-0000","51-4000",NA,"51-4194","Production Occupations","Tool Grinders, Filers, and Sharpeners",NA,"Tool Grinders, Filers, and Sharpeners",NA
"51-0000","51-4000",NA,"51-4199","Production Occupations","Metal Workers and Plastic Workers, All Other",NA,"Metal Workers and Plastic Workers, All Other",NA
"51-0000","51-5100",NA,NA,"Production Occupations","Printing Workers",NA,NA,NA
"51-0000","51-5100","51-5110",NA,"Production Occupations","Printing Workers","Printing Workers",NA,NA
"51-0000","51-5100","51-5110","51-5111","Production Occupations","Printing Workers","Printing Workers","Prepress Technicians and Workers",NA
"51-0000","51-5100","51-5110","51-5112","Production Occupations","Printing Workers","Printing Workers","Printing Press Operators",NA
"51-0000","51-5100","51-5110","51-5113","Production Occupations","Printing Workers","Printing Workers","Print Binding and Finishing Workers",NA
"51-0000","51-6000",NA,NA,"Production Occupations","Textile, Apparel, and Furnishings Workers",NA,NA,NA
"51-0000","51-6000","51-6010",NA,"Production Occupations","Textile, Apparel, and Furnishings Workers","Laundry and Dry-Cleaning Workers",NA,NA
"51-0000","51-6000","51-6010","51-6011","Production Occupations","Textile, Apparel, and Furnishings Workers","Laundry and Dry-Cleaning Workers","Laundry and Dry-Cleaning Workers",NA
"51-0000","51-6000","51-6020",NA,"Production Occupations","Textile, Apparel, and Furnishings Workers","Pressers, Textile, Garment, and Related Materials",NA,NA
"51-0000","51-6000","51-6020","51-6021","Production Occupations","Textile, Apparel, and Furnishings Workers","Pressers, Textile, Garment, and Related Materials","Pressers, Textile, Garment, and Related Materials",NA
"51-0000","51-6000","51-6030",NA,"Production Occupations","Textile, Apparel, and Furnishings Workers","Sewing Machine Operators",NA,NA
"51-0000","51-6000","51-6030","51-6031","Production Occupations","Textile, Apparel, and Furnishings Workers","Sewing Machine Operators","Sewing Machine Operators",NA
"51-0000","51-6000","51-6040",NA,"Production Occupations","Textile, Apparel, and Furnishings Workers","Shoe and Leather Workers",NA,NA
"51-0000","51-6000","51-6040","51-6041","Production Occupations","Textile, Apparel, and Furnishings Workers","Shoe and Leather Workers","Shoe and Leather Workers and Repairers",NA
"51-0000","51-6000","51-6040","51-6042","Production Occupations","Textile, Apparel, and Furnishings Workers","Shoe and Leather Workers","Shoe Machine Operators and Tenders",NA
"51-0000","51-6000","51-6050",NA,"Production Occupations","Textile, Apparel, and Furnishings Workers","Tailors, Dressmakers, and Sewers",NA,NA
"51-0000","51-6000","51-6050","51-6051","Production Occupations","Textile, Apparel, and Furnishings Workers","Tailors, Dressmakers, and Sewers","Sewers, Hand",NA
"51-0000","51-6000","51-6050","51-6052","Production Occupations","Textile, Apparel, and Furnishings Workers","Tailors, Dressmakers, and Sewers","Tailors, Dressmakers, and Custom Sewers",NA
"51-0000","51-6000","51-6060",NA,"Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders",NA,NA
"51-0000","51-6000","51-6060","51-6061","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Bleaching and Dyeing Machine Operators and Tenders",NA
"51-0000","51-6000","51-6060","51-6062","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Cutting Machine Setters, Operators, and Tenders",NA
"51-0000","51-6000","51-6060","51-6063","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",NA
"51-0000","51-6000","51-6060","51-6064","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",NA
"51-0000","51-6000","51-6090",NA,"Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers",NA,NA
"51-0000","51-6000","51-6090","51-6091","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",NA
"51-0000","51-6000","51-6090","51-6092","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Fabric and Apparel Patternmakers",NA
"51-0000","51-6000","51-6090","51-6093","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Upholsterers",NA
"51-0000","51-6000","51-6090","51-6099","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Textile, Apparel, and Furnishings Workers, All Other",NA
"51-0000","51-7000",NA,NA,"Production Occupations","Woodworkers",NA,NA,NA
"51-0000","51-7000","51-7010",NA,"Production Occupations","Woodworkers","Cabinetmakers and Bench Carpenters",NA,NA
"51-0000","51-7000","51-7010","51-7011","Production Occupations","Woodworkers","Cabinetmakers and Bench Carpenters","Cabinetmakers and Bench Carpenters",NA
"51-0000","51-7000","51-7020",NA,"Production Occupations","Woodworkers","Furniture Finishers",NA,NA
"51-0000","51-7000","51-7020","51-7021","Production Occupations","Woodworkers","Furniture Finishers","Furniture Finishers",NA
"51-0000","51-7000","51-7030",NA,"Production Occupations","Woodworkers","Model Makers and Patternmakers, Wood",NA,NA
"51-0000","51-7000","51-7030","51-7031","Production Occupations","Woodworkers","Model Makers and Patternmakers, Wood","Model Makers, Wood",NA
"51-0000","51-7000","51-7030","51-7032","Production Occupations","Woodworkers","Model Makers and Patternmakers, Wood","Patternmakers, Wood",NA
"51-0000","51-7000","51-7040",NA,"Production Occupations","Woodworkers","Woodworking Machine Setters, Operators, and Tenders",NA,NA
"51-0000","51-7000","51-7040","51-7041","Production Occupations","Woodworkers","Woodworking Machine Setters, Operators, and Tenders","Sawing Machine Setters, Operators, and Tenders, Wood",NA
"51-0000","51-7000","51-7040","51-7042","Production Occupations","Woodworkers","Woodworking Machine Setters, Operators, and Tenders","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",NA
"51-0000","51-7000","51-7090",NA,"Production Occupations","Woodworkers","Miscellaneous Woodworkers",NA,NA
"51-0000","51-7000","51-7090","51-7099","Production Occupations","Woodworkers","Miscellaneous Woodworkers","Woodworkers, All Other",NA
"51-0000","51-8000",NA,NA,"Production Occupations","Plant and System Operators",NA,NA,NA
"51-0000","51-8000","51-8010",NA,"Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers",NA,NA
"51-0000","51-8000","51-8010","51-8011","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers","Nuclear Power Reactor Operators",NA
"51-0000","51-8000","51-8010","51-8012","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers","Power Distributors and Dispatchers",NA
"51-0000","51-8000","51-8010","51-8013","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers","Power Plant Operators",NA
"51-0000","51-8000","51-8020",NA,"Production Occupations","Plant and System Operators","Stationary Engineers and Boiler Operators",NA,NA
"51-0000","51-8000","51-8020","51-8021","Production Occupations","Plant and System Operators","Stationary Engineers and Boiler Operators","Stationary Engineers and Boiler Operators",NA
"51-0000","51-8000","51-8030",NA,"Production Occupations","Plant and System Operators","Water and Wastewater Treatment Plant and System Operators",NA,NA
"51-0000","51-8000","51-8030","51-8031","Production Occupations","Plant and System Operators","Water and Wastewater Treatment Plant and System Operators","Water and Wastewater Treatment Plant and System Operators",NA
"51-0000","51-8000","51-8090",NA,"Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators",NA,NA
"51-0000","51-8000","51-8090","51-8091","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Chemical Plant and System Operators",NA
"51-0000","51-8000","51-8090","51-8092","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Gas Plant Operators",NA
"51-0000","51-8000","51-8090","51-8093","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Petroleum Pump System Operators, Refinery Operators, and Gaugers",NA
"51-0000","51-8000","51-8090","51-8099","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Plant and System Operators, All Other",NA
"51-0000","51-9000",NA,NA,"Production Occupations","Other Production Occupations",NA,NA,NA
"51-0000","51-9000","51-9010",NA,"Production Occupations","Other Production Occupations","Chemical Processing Machine Setters, Operators, and Tenders",NA,NA
"51-0000","51-9000","51-9010","51-9011","Production Occupations","Other Production Occupations","Chemical Processing Machine Setters, Operators, and Tenders","Chemical Equipment Operators and Tenders",NA
"51-0000","51-9000","51-9010","51-9012","Production Occupations","Other Production Occupations","Chemical Processing Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",NA
"51-0000","51-9000","51-9020",NA,"Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers",NA,NA
"51-0000","51-9000","51-9020","51-9021","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",NA
"51-0000","51-9000","51-9020","51-9022","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Grinding and Polishing Workers, Hand",NA
"51-0000","51-9000","51-9020","51-9023","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Mixing and Blending Machine Setters, Operators, and Tenders",NA
"51-0000","51-9000","51-9030",NA,"Production Occupations","Other Production Occupations","Cutting Workers",NA,NA
"51-0000","51-9000","51-9030","51-9031","Production Occupations","Other Production Occupations","Cutting Workers","Cutters and Trimmers, Hand",NA
"51-0000","51-9000","51-9030","51-9032","Production Occupations","Other Production Occupations","Cutting Workers","Cutting and Slicing Machine Setters, Operators, and Tenders",NA
"51-0000","51-9000","51-9040",NA,"Production Occupations","Other Production Occupations","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",NA,NA
"51-0000","51-9000","51-9040","51-9041","Production Occupations","Other Production Occupations","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",NA
"51-0000","51-9000","51-9050",NA,"Production Occupations","Other Production Occupations","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",NA,NA
"51-0000","51-9000","51-9050","51-9051","Production Occupations","Other Production Occupations","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",NA
"51-0000","51-9000","51-9060",NA,"Production Occupations","Other Production Occupations","Inspectors, Testers, Sorters, Samplers, and Weighers",NA,NA
"51-0000","51-9000","51-9060","51-9061","Production Occupations","Other Production Occupations","Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",NA
"51-0000","51-9000","51-9070",NA,"Production Occupations","Other Production Occupations","Jewelers and Precious Stone and Metal Workers",NA,NA
"51-0000","51-9000","51-9070","51-9071","Production Occupations","Other Production Occupations","Jewelers and Precious Stone and Metal Workers","Jewelers and Precious Stone and Metal Workers",NA
"51-0000","51-9000","51-9080",NA,"Production Occupations","Other Production Occupations","Medical, Dental, and Ophthalmic Laboratory Technicians",NA,NA
"51-0000","51-9000","51-9080","51-9081","Production Occupations","Other Production Occupations","Medical, Dental, and Ophthalmic Laboratory Technicians","Dental Laboratory Technicians",NA
"51-0000","51-9000","51-9080","51-9082","Production Occupations","Other Production Occupations","Medical, Dental, and Ophthalmic Laboratory Technicians","Medical Appliance Technicians",NA
"51-0000","51-9000","51-9080","51-9083","Production Occupations","Other Production Occupations","Medical, Dental, and Ophthalmic Laboratory Technicians","Ophthalmic Laboratory Technicians",NA
"51-0000","51-9000",NA,NA,"Production Occupations","Packaging and Filling Machine Operators and Tenders",NA,NA,NA
"51-0000","51-9000",NA,"51-9111","Production Occupations","Packaging and Filling Machine Operators and Tenders",NA,"Packaging and Filling Machine Operators and Tenders",NA
"51-0000","51-9000",NA,NA,"Production Occupations","Painting Workers",NA,NA,NA
"51-0000","51-9000",NA,"51-9121","Production Occupations","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",NA,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",NA
"51-0000","51-9000",NA,"51-9122","Production Occupations","Painters, Transportation Equipment",NA,"Painters, Transportation Equipment",NA
"51-0000","51-9000",NA,"51-9123","Production Occupations","Painting, Coating, and Decorating Workers",NA,"Painting, Coating, and Decorating Workers",NA
"51-0000","51-9000",NA,NA,"Production Occupations","Semiconductor Processors",NA,NA,NA
"51-0000","51-9000",NA,"51-9141","Production Occupations","Semiconductor Processors",NA,"Semiconductor Processors",NA
"51-0000","51-9000",NA,NA,"Production Occupations","Photographic Process Workers and Processing Machine Operators",NA,NA,NA
"51-0000","51-9000",NA,"51-9151","Production Occupations","Photographic Process Workers and Processing Machine Operators",NA,"Photographic Process Workers and Processing Machine Operators",NA
"51-0000","51-9000",NA,NA,"Production Occupations","Miscellaneous Production Workers",NA,NA,NA
"51-0000","51-9000",NA,"51-9191","Production Occupations","Adhesive Bonding Machine Operators and Tenders",NA,"Adhesive Bonding Machine Operators and Tenders",NA
"51-0000","51-9000",NA,"51-9192","Production Occupations","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",NA,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",NA
"51-0000","51-9000",NA,"51-9193","Production Occupations","Cooling and Freezing Equipment Operators and Tenders",NA,"Cooling and Freezing Equipment Operators and Tenders",NA
"51-0000","51-9000",NA,"51-9194","Production Occupations","Etchers and Engravers",NA,"Etchers and Engravers",NA
"51-0000","51-9000",NA,"51-9195","Production Occupations","Molders, Shapers, and Casters, Except Metal and Plastic",NA,"Molders, Shapers, and Casters, Except Metal and Plastic",NA
"51-0000","51-9000",NA,"51-9196","Production Occupations","Paper Goods Machine Setters, Operators, and Tenders",NA,"Paper Goods Machine Setters, Operators, and Tenders",NA
"51-0000","51-9000",NA,"51-9197","Production Occupations","Tire Builders",NA,"Tire Builders",NA
"51-0000","51-9000",NA,"51-9198","Production Occupations","Helpers--Production Workers",NA,"Helpers--Production Workers",NA
"51-0000","51-9000",NA,"51-9199","Production Occupations","Production Workers, All Other",NA,"Production Workers, All Other",NA
"53-0000",NA,NA,NA,"Transportation and Material Moving Occupations",NA,NA,NA,NA
"53-0000","53-1000",NA,NA,"Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers",NA,NA,NA
"53-0000","53-1000","53-1010",NA,"Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","Aircraft Cargo Handling Supervisors",NA,NA
"53-0000","53-1000","53-1010","53-1011","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","Aircraft Cargo Handling Supervisors","Aircraft Cargo Handling Supervisors",NA
"53-0000","53-1000","53-1020",NA,"Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",NA,NA
"53-0000","53-1000","53-1020","53-1021","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",NA
"53-0000","53-1000","53-1030",NA,"Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators",NA,NA
"53-0000","53-1000","53-1030","53-1031","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators",NA
"53-0000","53-2000",NA,NA,"Transportation and Material Moving Occupations","Air Transportation Workers",NA,NA,NA
"53-0000","53-2000","53-2010",NA,"Transportation and Material Moving Occupations","Air Transportation Workers","Aircraft Pilots and Flight Engineers",NA,NA
"53-0000","53-2000","53-2010","53-2011","Transportation and Material Moving Occupations","Air Transportation Workers","Aircraft Pilots and Flight Engineers","Airline Pilots, Copilots, and Flight Engineers",NA
"53-0000","53-2000","53-2010","53-2012","Transportation and Material Moving Occupations","Air Transportation Workers","Aircraft Pilots and Flight Engineers","Commercial Pilots",NA
"53-0000","53-2000","53-2020",NA,"Transportation and Material Moving Occupations","Air Transportation Workers","Air Traffic Controllers and Airfield Operations Specialists",NA,NA
"53-0000","53-2000","53-2020","53-2021","Transportation and Material Moving Occupations","Air Transportation Workers","Air Traffic Controllers and Airfield Operations Specialists","Air Traffic Controllers",NA
"53-0000","53-2000","53-2020","53-2022","Transportation and Material Moving Occupations","Air Transportation Workers","Air Traffic Controllers and Airfield Operations Specialists","Airfield Operations Specialists",NA
"53-0000","53-2000","53-2030",NA,"Transportation and Material Moving Occupations","Air Transportation Workers","Flight Attendants",NA,NA
"53-0000","53-2000","53-2030","53-2031","Transportation and Material Moving Occupations","Air Transportation Workers","Flight Attendants","Flight Attendants",NA
"53-0000","53-3000",NA,NA,"Transportation and Material Moving Occupations","Motor Vehicle Operators",NA,NA,NA
"53-0000","53-3000","53-3010",NA,"Transportation and Material Moving Occupations","Motor Vehicle Operators","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",NA,NA
"53-0000","53-3000","53-3010","53-3011","Transportation and Material Moving Occupations","Motor Vehicle Operators","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",NA
"53-0000","53-3000","53-3020",NA,"Transportation and Material Moving Occupations","Motor Vehicle Operators","Bus Drivers",NA,NA
"53-0000","53-3000","53-3020","53-3021","Transportation and Material Moving Occupations","Motor Vehicle Operators","Bus Drivers","Bus Drivers, Transit and Intercity",NA
"53-0000","53-3000","53-3020","53-3022","Transportation and Material Moving Occupations","Motor Vehicle Operators","Bus Drivers","Bus Drivers, School or Special Client",NA
"53-0000","53-3000","53-3030",NA,"Transportation and Material Moving Occupations","Motor Vehicle Operators","Driver/Sales Workers and Truck Drivers",NA,NA
"53-0000","53-3000","53-3030","53-3031","Transportation and Material Moving Occupations","Motor Vehicle Operators","Driver/Sales Workers and Truck Drivers","Driver/Sales Workers",NA
"53-0000","53-3000","53-3030","53-3032","Transportation and Material Moving Occupations","Motor Vehicle Operators","Driver/Sales Workers and Truck Drivers","Heavy and Tractor-Trailer Truck Drivers",NA
"53-0000","53-3000","53-3030","53-3033","Transportation and Material Moving Occupations","Motor Vehicle Operators","Driver/Sales Workers and Truck Drivers","Light Truck or Delivery Services Drivers",NA
"53-0000","53-3000","53-3040",NA,"Transportation and Material Moving Occupations","Motor Vehicle Operators","Taxi Drivers and Chauffeurs",NA,NA
"53-0000","53-3000","53-3040","53-3041","Transportation and Material Moving Occupations","Motor Vehicle Operators","Taxi Drivers and Chauffeurs","Taxi Drivers and Chauffeurs",NA
"53-0000","53-3000","53-3090",NA,"Transportation and Material Moving Occupations","Motor Vehicle Operators","Miscellaneous Motor Vehicle Operators",NA,NA
"53-0000","53-3000","53-3090","53-3099","Transportation and Material Moving Occupations","Motor Vehicle Operators","Miscellaneous Motor Vehicle Operators","Motor Vehicle Operators, All Other",NA
"53-0000","53-4000",NA,NA,"Transportation and Material Moving Occupations","Rail Transportation Workers",NA,NA,NA
"53-0000","53-4000","53-4010",NA,"Transportation and Material Moving Occupations","Rail Transportation Workers","Locomotive Engineers and Operators",NA,NA
"53-0000","53-4000","53-4010","53-4011","Transportation and Material Moving Occupations","Rail Transportation Workers","Locomotive Engineers and Operators","Locomotive Engineers",NA
"53-0000","53-4000","53-4010","53-4012","Transportation and Material Moving Occupations","Rail Transportation Workers","Locomotive Engineers and Operators","Locomotive Firers",NA
"53-0000","53-4000","53-4010","53-4013","Transportation and Material Moving Occupations","Rail Transportation Workers","Locomotive Engineers and Operators","Rail Yard Engineers, Dinkey Operators, and Hostlers",NA
"53-0000","53-4000","53-4020",NA,"Transportation and Material Moving Occupations","Rail Transportation Workers","Railroad Brake, Signal, and Switch Operators",NA,NA
"53-0000","53-4000","53-4020","53-4021","Transportation and Material Moving Occupations","Rail Transportation Workers","Railroad Brake, Signal, and Switch Operators","Railroad Brake, Signal, and Switch Operators",NA
"53-0000","53-4000","53-4030",NA,"Transportation and Material Moving Occupations","Rail Transportation Workers","Railroad Conductors and Yardmasters",NA,NA
"53-0000","53-4000","53-4030","53-4031","Transportation and Material Moving Occupations","Rail Transportation Workers","Railroad Conductors and Yardmasters","Railroad Conductors and Yardmasters",NA
"53-0000","53-4000","53-4040",NA,"Transportation and Material Moving Occupations","Rail Transportation Workers","Subway and Streetcar Operators",NA,NA
"53-0000","53-4000","53-4040","53-4041","Transportation and Material Moving Occupations","Rail Transportation Workers","Subway and Streetcar Operators","Subway and Streetcar Operators",NA
"53-0000","53-4000","53-4090",NA,"Transportation and Material Moving Occupations","Rail Transportation Workers","Miscellaneous Rail Transportation Workers",NA,NA
"53-0000","53-4000","53-4090","53-4099","Transportation and Material Moving Occupations","Rail Transportation Workers","Miscellaneous Rail Transportation Workers","Rail Transportation Workers, All Other",NA
"53-0000","53-5000",NA,NA,"Transportation and Material Moving Occupations","Water Transportation Workers",NA,NA,NA
"53-0000","53-5000","53-5010",NA,"Transportation and Material Moving Occupations","Water Transportation Workers","Sailors and Marine Oilers",NA,NA
"53-0000","53-5000","53-5010","53-5011","Transportation and Material Moving Occupations","Water Transportation Workers","Sailors and Marine Oilers","Sailors and Marine Oilers",NA
